1,2,3,4,5,6,7,8,9
0.110000,-0.050000,-9.450000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.060000,-0.080000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.060000,-0.080000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.060000,-0.080000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.060000,-0.080000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.040000,-0.100000,-9.410000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.040000,-0.100000,-9.410000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.040000,-0.100000,-9.410000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.040000,-0.100000,-9.410000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.070000,-0.050000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.070000,-0.050000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.070000,-0.050000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.070000,-0.050000,-9.390000,0.000000,0.000000,0.000000,-11.040000,34.770000,-17.620000
0.110000,-0.030000,-9.460000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.110000,-0.030000,-9.460000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.110000,-0.030000,-9.460000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.110000,-0.030000,-9.460000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.080000,-0.100000,-9.400000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.080000,-0.100000,-9.400000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.080000,-0.100000,-9.400000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.080000,-0.100000,-9.400000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.060000,-0.100000,-9.430000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.060000,-0.100000,-9.430000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.060000,-0.100000,-9.430000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.060000,-0.100000,-9.430000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.050000,-0.060000,-9.420000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.050000,-0.060000,-9.420000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
0.050000,-0.060000,-9.420000,0.000000,0.000000,0.000000,-11.220000,32.800000,-17.800000
