1,2,3,4,5,6,7,8,9
-9.700000,0.440000,-0.380000,-0.050000,-0.010000,-0.050000,-2.140000,-13.260000,70.150000
-9.660000,0.470000,-0.380000,-0.050000,0.000000,-0.050000,-2.140000,-13.260000,70.150000
-9.590000,0.460000,-0.360000,-0.060000,-0.010000,-0.040000,-1.780000,-13.260000,69.800000
-9.550000,0.460000,-0.360000,-0.070000,0.000000,-0.040000,-2.490000,-13.980000,70.840000
-9.580000,0.560000,-0.390000,-0.070000,0.000000,-0.030000,-2.670000,-12.720000,69.630000
-9.630000,0.420000,-0.330000,-0.080000,0.000000,-0.030000,-2.310000,-14.160000,69.980000
-9.610000,0.450000,-0.450000,-0.090000,0.000000,-0.020000,-2.140000,-13.980000,69.110000
-9.590000,0.430000,-0.470000,-0.100000,0.000000,-0.020000,-0.180000,-12.720000,69.980000
-9.570000,0.370000,-0.470000,-0.100000,0.000000,-0.010000,-2.140000,-12.900000,70.840000
-9.580000,0.450000,-0.500000,-0.110000,0.000000,0.010000,-1.070000,-13.620000,70.490000
-9.600000,0.440000,-0.490000,-0.110000,0.000000,0.010000,-2.140000,-15.050000,69.460000
-9.600000,0.400000,-0.410000,-0.120000,0.010000,0.020000,-3.920000,-14.340000,68.420000
-9.490000,0.360000,-0.410000,-0.130000,0.010000,0.030000,-1.600000,-14.160000,69.980000
-9.480000,0.360000,-0.310000,-0.140000,0.020000,0.040000,-1.780000,-14.700000,69.460000
-9.610000,0.400000,-0.340000,-0.150000,0.020000,0.050000,-1.780000,-13.980000,69.460000
-9.620000,0.480000,-0.430000,-0.160000,0.030000,0.050000,-1.780000,-13.980000,69.460000
-9.620000,0.440000,-0.480000,-0.160000,0.030000,0.060000,-1.780000,-13.980000,69.460000
-9.650000,0.450000,-0.490000,-0.160000,0.020000,0.060000,-2.310000,-14.160000,68.940000
-9.790000,0.460000,-0.480000,-0.160000,0.020000,0.070000,-2.310000,-14.880000,69.290000
-9.750000,0.450000,-0.480000,-0.160000,0.010000,0.060000,-1.600000,-14.520000,69.980000
-9.790000,0.350000,-0.510000,-0.170000,0.020000,0.060000,-1.960000,-13.440000,69.630000
-9.890000,0.380000,-0.490000,-0.180000,0.010000,0.060000,-2.140000,-13.260000,70.490000
-9.940000,0.390000,-0.480000,-0.180000,0.010000,0.060000,-1.250000,-14.160000,71.360000
-10.080000,0.360000,-0.550000,-0.180000,0.000000,0.050000,-1.780000,-15.770000,69.460000
-10.070000,0.320000,-0.420000,-0.190000,-0.010000,0.030000,-0.530000,-14.880000,69.980000
-10.170000,0.260000,-0.490000,-0.190000,-0.010000,0.010000,-3.740000,-12.720000,69.630000
-10.050000,0.260000,-0.580000,-0.190000,0.000000,-0.010000,-2.490000,-14.700000,70.490000
-9.860000,0.190000,-0.570000,-0.180000,0.010000,-0.030000,-1.960000,-14.880000,70.320000
-9.730000,0.070000,-0.500000,-0.180000,0.020000,-0.040000,-3.030000,-13.440000,69.290000
-9.760000,0.090000,-0.420000,-0.180000,0.010000,-0.050000,-3.030000,-13.440000,69.290000
-9.740000,0.160000,-0.460000,-0.180000,0.000000,-0.040000,-3.030000,-13.440000,69.290000
-9.640000,0.050000,-0.490000,-0.180000,-0.010000,-0.040000,-0.530000,-14.160000,69.630000
-9.420000,-0.200000,-0.590000,-0.160000,-0.010000,-0.030000,-3.560000,-14.340000,68.420000
-9.440000,-0.050000,-0.550000,-0.140000,0.000000,-0.010000,-1.420000,-15.050000,70.490000
-9.580000,-0.190000,-0.450000,-0.140000,0.010000,0.000000,-2.310000,-14.160000,71.700000
-9.830000,-0.250000,-0.350000,-0.130000,0.010000,0.010000,-2.490000,-14.340000,69.460000
-9.970000,-0.170000,-0.550000,-0.130000,0.000000,0.010000,-1.250000,-14.160000,69.290000
-9.900000,-0.290000,-0.620000,-0.120000,0.000000,0.000000,-2.490000,-15.050000,69.800000
-9.820000,-0.560000,-0.590000,-0.100000,0.000000,-0.010000,-2.140000,-14.700000,69.800000
-9.780000,-0.470000,-0.640000,-0.080000,0.010000,-0.010000,-3.740000,-15.590000,70.670000
-9.580000,-0.410000,-0.600000,-0.060000,0.020000,0.000000,-2.140000,-15.410000,68.770000
-9.390000,-0.590000,-0.500000,-0.050000,0.030000,0.020000,-2.140000,-14.340000,69.800000
-9.230000,-0.600000,-0.400000,-0.040000,0.040000,0.050000,-2.140000,-15.770000,68.770000
-9.120000,-0.460000,-0.340000,-0.040000,0.060000,0.080000,-2.140000,-15.770000,68.770000
-9.230000,-0.740000,-0.260000,-0.030000,0.070000,0.120000,-2.140000,-15.770000,68.770000
-9.150000,-0.830000,-0.250000,-0.030000,0.080000,0.170000,-3.920000,-15.770000,68.770000
-9.080000,-0.660000,-0.430000,-0.020000,0.090000,0.210000,-1.250000,-15.590000,69.290000
-8.950000,-0.870000,-0.420000,-0.020000,0.110000,0.250000,-4.990000,-16.490000,68.770000
-9.290000,-1.090000,-0.430000,0.000000,0.110000,0.280000,-1.960000,-15.230000,70.670000
-9.490000,-0.990000,-0.570000,0.020000,0.100000,0.310000,-1.960000,-15.950000,69.290000
-9.480000,-0.830000,-0.770000,0.040000,0.090000,0.330000,-1.600000,-14.880000,69.290000
-9.630000,-1.030000,-0.860000,0.070000,0.090000,0.330000,-2.850000,-16.130000,69.800000
-9.720000,-0.950000,-0.890000,0.110000,0.090000,0.320000,-2.140000,-17.920000,69.460000
-9.720000,-0.640000,-0.980000,0.150000,0.090000,0.310000,-1.600000,-16.670000,69.290000
-9.880000,-0.710000,-0.940000,0.190000,0.080000,0.280000,-2.850000,-15.050000,69.460000
-10.090000,-0.700000,-0.930000,0.230000,0.070000,0.250000,-4.270000,-16.130000,70.490000
-10.150000,-0.500000,-0.990000,0.260000,0.050000,0.220000,-3.380000,-16.310000,70.670000
-10.120000,-0.610000,-0.970000,0.300000,0.030000,0.180000,-3.380000,-16.310000,70.670000
-10.070000,-0.690000,-1.010000,0.340000,0.010000,0.150000,-3.380000,-16.310000,70.670000
-9.970000,-0.620000,-0.990000,0.380000,0.010000,0.140000,-2.490000,-16.130000,68.420000
-10.060000,-0.580000,-1.030000,0.410000,0.010000,0.120000,-2.850000,-16.130000,69.460000
-10.240000,-0.520000,-1.040000,0.440000,0.010000,0.100000,-2.850000,-15.410000,68.420000
-10.370000,-0.530000,-1.150000,0.480000,0.010000,0.070000,-3.560000,-14.700000,69.460000
-10.350000,-0.610000,-1.340000,0.520000,0.000000,0.030000,-1.250000,-15.230000,69.980000
-10.260000,-0.540000,-1.480000,0.550000,-0.010000,0.000000,-2.140000,-14.700000,69.110000
-10.170000,-0.520000,-1.530000,0.590000,-0.010000,-0.040000,-2.310000,-15.590000,69.630000
-10.120000,-0.600000,-1.420000,0.630000,-0.020000,-0.070000,-3.380000,-14.880000,68.940000
-9.990000,-0.610000,-1.440000,0.670000,-0.030000,-0.100000,-3.200000,-15.410000,69.800000
-10.000000,-0.470000,-1.420000,0.700000,-0.040000,-0.130000,-3.380000,-14.160000,68.940000
-9.950000,-0.460000,-1.210000,0.730000,-0.040000,-0.140000,-3.200000,-13.980000,69.800000
-9.630000,-0.500000,-1.200000,0.750000,-0.050000,-0.160000,-2.850000,-11.830000,68.420000
-9.620000,-0.460000,-1.080000,0.780000,-0.050000,-0.170000,-2.850000,-11.830000,68.420000
-9.480000,-0.420000,-1.110000,0.800000,-0.030000,-0.180000,-2.850000,-11.830000,68.420000
-9.630000,-0.480000,-1.100000,0.830000,-0.010000,-0.190000,-1.250000,-13.440000,69.980000
-9.590000,-0.590000,-1.090000,0.860000,0.010000,-0.200000,-3.200000,-12.900000,69.800000
-9.530000,-0.480000,-1.110000,0.890000,0.020000,-0.220000,-3.380000,-10.570000,71.010000
-9.490000,-0.440000,-1.140000,0.900000,0.020000,-0.230000,-1.780000,-11.470000,69.800000
-9.410000,-0.540000,-1.140000,0.910000,0.020000,-0.230000,-2.490000,-11.830000,69.110000
-9.200000,-0.570000,-1.120000,0.920000,0.020000,-0.210000,-2.670000,-10.930000,68.250000
-9.190000,-0.570000,-1.190000,0.920000,0.040000,-0.190000,-3.560000,-11.110000,68.770000
-9.150000,-0.430000,-1.250000,0.920000,0.060000,-0.160000,-1.600000,-9.860000,68.940000
-8.950000,-0.490000,-1.290000,0.920000,0.070000,-0.120000,-2.670000,-10.220000,70.320000
-9.230000,-0.610000,-1.310000,0.930000,0.070000,-0.090000,-3.200000,-9.320000,68.080000
-9.350000,-0.740000,-1.310000,0.960000,0.080000,-0.060000,-2.140000,-10.390000,68.420000
-8.890000,-0.550000,-1.420000,0.990000,0.090000,-0.030000,-1.960000,-9.140000,68.940000
-8.840000,-0.750000,-1.210000,1.020000,0.120000,-0.010000,-3.200000,-8.600000,68.770000
-9.220000,-0.770000,-1.260000,1.070000,0.130000,-0.010000,-3.200000,-8.600000,68.770000
-9.520000,-0.740000,-1.330000,1.120000,0.120000,-0.020000,-3.200000,-8.600000,68.770000
-9.480000,-0.680000,-1.260000,1.190000,0.110000,-0.030000,-3.030000,-7.350000,68.590000
-9.420000,-0.270000,-1.300000,1.220000,0.110000,-0.030000,-4.270000,-8.600000,68.420000
-9.410000,0.100000,-1.310000,1.200000,0.110000,-0.020000,-4.100000,-5.560000,68.590000
-9.420000,-0.210000,-1.440000,1.180000,0.120000,0.020000,-3.200000,-5.740000,69.110000
-9.480000,-0.840000,-1.470000,1.170000,0.140000,0.060000,-1.780000,-7.170000,69.110000
-9.540000,-1.020000,-1.720000,1.190000,0.160000,0.090000,-1.600000,-5.910000,68.940000
-9.490000,-0.750000,-2.060000,1.220000,0.170000,0.140000,-3.920000,-6.090000,69.460000
-9.280000,-0.900000,-2.030000,1.260000,0.180000,0.170000,-4.450000,-4.840000,68.590000
-9.510000,-0.720000,-1.840000,1.300000,0.190000,0.200000,-3.200000,-3.940000,69.460000
-9.670000,-0.280000,-1.880000,1.320000,0.200000,0.210000,-3.920000,-3.940000,67.380000
-9.740000,-0.030000,-1.740000,1.330000,0.210000,0.210000,-2.670000,-4.120000,68.590000
-10.080000,0.290000,-1.710000,1.320000,0.220000,0.190000,-2.850000,-3.580000,68.770000
-10.120000,0.430000,-1.880000,1.300000,0.180000,0.160000,-2.850000,-3.580000,68.770000
-9.880000,0.240000,-2.100000,1.280000,0.140000,0.130000,-2.850000,-3.580000,68.770000
-9.530000,-0.160000,-2.260000,1.280000,0.100000,0.130000,-4.100000,-1.970000,67.560000
-9.280000,-0.160000,-2.190000,1.310000,0.080000,0.150000,-2.490000,-0.720000,69.110000
-9.170000,0.020000,-2.080000,1.330000,0.080000,0.160000,-2.850000,0.000000,68.080000
-9.210000,0.210000,-1.890000,1.350000,0.110000,0.140000,-3.560000,0.000000,68.080000
-9.400000,0.460000,-1.720000,1.370000,0.150000,0.120000,-3.920000,0.000000,66.690000
-10.140000,0.700000,-1.690000,1.370000,0.170000,0.080000,-3.200000,-0.360000,67.040000
-12.390000,0.920000,-2.120000,1.360000,0.160000,-0.050000,-2.670000,1.250000,67.560000
-13.350000,1.140000,-2.620000,1.370000,0.100000,-0.290000,-2.670000,1.970000,67.210000
-12.560000,1.250000,-2.790000,1.400000,0.040000,-0.480000,-3.200000,3.230000,67.040000
-11.890000,1.300000,-3.100000,1.420000,-0.030000,-0.620000,-4.100000,3.760000,66.180000
-12.130000,1.070000,-3.060000,1.460000,-0.090000,-0.730000,-3.920000,3.580000,67.040000
-11.790000,1.070000,-3.060000,1.500000,-0.130000,-0.820000,-4.270000,4.660000,66.350000
-11.190000,1.090000,-2.970000,1.530000,-0.170000,-0.860000,-4.270000,4.660000,66.350000
-10.750000,0.940000,-2.370000,1.540000,-0.200000,-0.870000,-4.270000,4.660000,66.350000
-10.080000,0.600000,-2.590000,1.540000,-0.200000,-0.840000,-4.810000,4.840000,65.480000
-9.840000,0.570000,-2.040000,1.530000,-0.180000,-0.770000,-4.100000,7.350000,63.760000
-8.960000,0.310000,-1.820000,1.520000,-0.160000,-0.680000,-3.200000,7.170000,64.970000
-8.090000,-0.200000,-1.560000,1.500000,-0.150000,-0.550000,-4.630000,7.170000,64.270000
-7.390000,-0.300000,-1.330000,1.470000,-0.160000,-0.390000,-4.100000,9.500000,63.070000
-7.140000,-0.320000,-1.180000,1.410000,-0.150000,-0.200000,-4.630000,8.960000,63.240000
-7.200000,-0.410000,-0.980000,1.340000,-0.150000,-0.020000,-3.560000,10.040000,62.550000
-7.130000,-0.440000,-0.910000,1.260000,-0.140000,0.140000,-2.850000,10.390000,62.200000
-6.800000,-0.310000,-0.970000,1.200000,-0.110000,0.300000,-4.270000,10.390000,62.550000
-6.630000,-0.210000,-0.880000,1.140000,-0.080000,0.500000,-4.100000,10.220000,62.030000
-6.340000,0.020000,-0.760000,1.090000,-0.030000,0.680000,-3.030000,11.290000,60.650000
-6.170000,0.160000,-0.570000,1.030000,0.020000,0.870000,-4.810000,10.930000,62.030000
-4.750000,0.510000,-0.590000,0.960000,0.070000,1.010000,-4.810000,10.930000,62.030000
-7.180000,0.270000,-0.970000,0.910000,0.140000,1.140000,-4.810000,10.930000,62.030000
-8.700000,0.290000,-1.940000,0.910000,0.230000,1.150000,-1.960000,11.290000,60.300000
-9.970000,0.640000,-2.030000,0.920000,0.270000,1.060000,-2.670000,12.720000,59.610000
-9.870000,0.490000,-1.910000,0.940000,0.330000,1.030000,-1.780000,12.190000,60.470000
-10.970000,0.590000,-1.980000,0.960000,0.300000,1.000000,-1.420000,11.110000,58.050000
-11.380000,0.280000,-1.930000,0.980000,0.260000,0.920000,-2.140000,11.830000,58.050000
-11.330000,0.100000,-2.130000,1.010000,0.210000,0.820000,-1.600000,11.650000,58.920000
-11.450000,0.010000,-2.290000,1.020000,0.190000,0.690000,-0.530000,11.650000,56.850000
-11.760000,0.070000,-2.260000,1.030000,0.180000,0.560000,-2.310000,12.370000,58.920000
-12.890000,0.170000,-2.500000,1.050000,0.200000,0.440000,0.000000,12.900000,56.330000
-12.520000,0.040000,-2.790000,1.100000,0.120000,0.280000,-1.250000,12.720000,56.500000
-12.760000,-0.030000,-2.890000,1.160000,0.030000,0.140000,-0.890000,12.370000,56.500000
-12.710000,0.340000,-2.850000,1.220000,-0.070000,-0.030000,-0.530000,14.520000,56.500000
-11.470000,0.640000,-2.730000,1.250000,-0.110000,-0.120000,-0.530000,14.520000,56.500000
-11.120000,0.680000,-2.420000,1.260000,-0.180000,-0.190000,-0.530000,14.520000,56.500000
-10.700000,0.440000,-2.060000,1.270000,-0.220000,-0.240000,-1.070000,14.340000,55.290000
-10.300000,0.420000,-1.890000,1.280000,-0.240000,-0.280000,-0.180000,14.160000,55.120000
-9.600000,0.720000,-1.860000,1.280000,-0.230000,-0.280000,0.890000,15.950000,54.430000
-9.120000,0.570000,-1.790000,1.270000,-0.220000,-0.260000,0.180000,14.520000,53.390000
-8.730000,0.290000,-1.730000,1.270000,-0.190000,-0.210000,-1.600000,16.310000,54.080000
-8.690000,0.260000,-1.620000,1.280000,-0.160000,-0.140000,-2.310000,17.740000,51.660000
-8.780000,0.340000,-1.520000,1.270000,-0.120000,-0.080000,-1.250000,16.670000,52.350000
-8.900000,0.330000,-1.540000,1.250000,-0.110000,-0.030000,-1.070000,18.280000,51.490000
-9.090000,0.350000,-1.680000,1.230000,-0.120000,0.010000,0.710000,18.640000,52.180000
-8.990000,0.260000,-1.850000,1.210000,-0.140000,0.040000,-1.250000,18.100000,50.620000
-8.840000,0.280000,-1.930000,1.210000,-0.160000,0.100000,0.000000,17.560000,50.450000
-8.980000,0.280000,-1.830000,1.200000,-0.170000,0.170000,0.180000,19.540000,50.280000
-9.000000,0.370000,-1.560000,1.210000,-0.160000,0.220000,0.180000,19.540000,50.280000
-8.950000,0.570000,-1.360000,1.200000,-0.140000,0.260000,0.180000,19.540000,50.280000
-8.840000,0.680000,-1.150000,1.180000,-0.110000,0.280000,1.780000,18.640000,49.070000
-8.820000,0.690000,-1.120000,1.170000,-0.050000,0.300000,0.530000,20.970000,47.510000
-9.220000,0.690000,-1.240000,1.150000,0.000000,0.320000,0.360000,20.790000,46.650000
-9.610000,0.610000,-1.430000,1.140000,0.040000,0.320000,0.890000,19.890000,46.480000
-9.960000,0.790000,-1.670000,1.130000,0.040000,0.310000,0.000000,21.870000,45.960000
-10.130000,0.710000,-1.930000,1.120000,0.030000,0.280000,1.070000,20.070000,46.310000
-9.870000,0.910000,-2.090000,1.110000,0.000000,0.260000,1.960000,19.540000,46.480000
-10.000000,0.760000,-2.050000,1.120000,-0.040000,0.220000,1.250000,20.250000,45.100000
-9.920000,0.880000,-1.880000,1.130000,-0.090000,0.180000,1.960000,19.890000,44.400000
-9.830000,1.070000,-1.700000,1.120000,-0.100000,0.140000,1.600000,21.330000,44.400000
-9.520000,1.270000,-1.500000,1.110000,-0.080000,0.090000,1.250000,20.250000,42.680000
